"id","submitdate","lastpage","startlanguage","seed","wiek","plec","G99Q99","G00Q00","G00Q01","G01Q00","G01Q01","G02Q00","G02Q01","G03Q00","G03Q01","G04Q00","G04Q01","G05Q00","G05Q01","G06Q00","G06Q01","G07Q00","G07Q01","G08Q00","G08Q01","G09Q00","G09Q01","G10Q00","G10Q01","G11Q00","G11Q01","G13Q00","G13Q01","G14Q00","G14Q01","G15Q00","G15Q01","G17Q00","G17Q01","G19Q00","G19Q01","G22Q00","G22Q01","G25Q00","G25Q01","G28Q00","G28Q01","G32Q00","G32Q01","G37Q00","G37Q01","G42Q00","G42Q01","G49Q00","G49Q01","G57Q00","G57Q01","G66Q00","G66Q01","G77Q00","G77Q01","G89Q00","G89Q01","G103Q00","G103Q01","G118Q00","G118Q01","G134Q00","G134Q01","G152Q00","G152Q01","G170Q00","G170Q01","G191Q00","G191Q01","G210Q00","G210Q01","interviewtime","groupTime32002","wiekTime","plecTime","groupTime32001","G99Q99Time","groupTime31920","G00Q00Time","G00Q01Time","groupTime31921","G01Q00Time","G01Q01Time","groupTime31922","G02Q00Time","G02Q01Time","groupTime31923","G03Q00Time","G03Q01Time","groupTime31924","G04Q00Time","G04Q01Time","groupTime31925","G05Q00Time","G05Q01Time","groupTime31926","G06Q00Time","G06Q01Time","groupTime31927","G07Q00Time","G07Q01Time","groupTime31928","G08Q00Time","G08Q01Time","groupTime31929","G09Q00Time","G09Q01Time","groupTime31930","G10Q00Time","G10Q01Time","groupTime31931","G11Q00Time","G11Q01Time","groupTime31934","G13Q00Time","G13Q01Time","groupTime31936","G14Q00Time","G14Q01Time","groupTime31937","G15Q00Time","G15Q01Time","groupTime31938","G17Q00Time","G17Q01Time","groupTime31939","G19Q00Time","G19Q01Time","groupTime31940","G22Q00Time","G22Q01Time","groupTime31941","G25Q00Time","G25Q01Time","groupTime31942","G28Q00Time","G28Q01Time","groupTime31943","G32Q00Time","G32Q01Time","groupTime31944","G37Q00Time","G37Q01Time","groupTime31945","G42Q00Time","G42Q01Time","groupTime31946","G49Q00Time","G49Q01Time","groupTime31949","G57Q00Time","G57Q01Time","groupTime31948","G66Q00Time","G66Q01Time","groupTime31950","G77Q00Time","G77Q01Time","groupTime31951","G89Q00Time","G89Q01Time","groupTime31952","G103Q00Time","G103Q01Time","groupTime31953","G118Q00Time","G118Q01Time","groupTime31954","G134Q00Time","G134Q01Time","groupTime31955","G152Q00Time","G152Q01Time","groupTime31956","G170Q00Time","G170Q01Time","groupTime31957","G191Q00Time","G191Q01Time","groupTime31958","G210Q00Time","G210Q01Time"
"34","","3","pl","1755860285","20","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.96","15.02","","","24.88","","19.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","1","pl","1332323455","19","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.27","11.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","","19","pl","1064064359","19","inne / nie chcę podawać","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","","","","","4","10","5","10","6","10","","","7","9","7","8","","","","","","","10","8","","","","","20","4","25","6","20","6","35","4","40","6","","","","","","","100","5","","","","","150","6","","","150","6","180","4","","","","","","","200","7","","","196.1","8.1","","","11.34","","13.65","","","","","","","","","8.11","","","8.61","","","13.44","","","","","","8.94","","","9.3","","","","","","","","","","","","9.71","","","","","","","","","10.34","","","9.66","","","12.45","","","9.8","","","11.45","","","","","","","","","","","","10.77","","","","","","","","","10.32","","","","","","9.49","","","10.64","","","","","","","","","","","","9.98","","","","",""
"37","","7","pl","1827861932","21","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","10","","","","","","","","","","","","","","","9","7","","","","","","","","","10","5","","","","","","","","","","","","","","","","","","","18","5","","","","","","","","","","","25","2","","","","","","","","","","","128.21","9.59","","","35.65","","18.07","","","","","","","","","","","","","","","","","","","","","","","","19.54","","","","","","","","","","","","","","","16.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.13","","","","","","","","","","","","","","","","","","15.52","","","","","","","","","","","","","","","","",""
"38","1980-01-01 00:00:00","37","pl","977055994","19","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","10","2","10","3","10","4","10","5","9","6","10","7","9","8","7","8","9","9","9","9","8","11","8","10","8","11","7","12","8","13","6","11","4","15","2","20","5","14","5","20","2","16","2","20","1","20","2","30","2","20","2","25","2","30","2","40","4","36","1","40","2","35","2","40","2","60","2","50","2","483.31","13.12","","","38.03","","19.62","","","9.43","","","8.83","","","10.45","","","10.16","","","10.62","","","10.56","","","15.13","","","15.55","","","11.55","","","14.72","","","13.31","","","14.28","","","11.17","","","14.06","","","12.17","","","11.48","","","12.31","","","12.84","","","13.6","","","12.21","","","10.29","","","19.21","","","12.15","","","11.77","","","13.34","","","9.74","","","10.68","","","10.57","","","10.58","","","11.88","","","9.36","","","15.91","","","10.47","","","12.16","",""
"39","","3","pl","933107541","21","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.45","15.65","","","40.1","","36.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","","1","pl","295035637","20","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.67","9.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","12","pl","1706822590","20","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","","","","","","","","","","","","","8","9","","","","","","","","","","","","","15","7","","","12","7","","","20","7","","","","","","","","","","","25","6","","","","","","","40","5","","","40","1","","","40","3","","","60","1","1102.92","7.72","","","30.24","","17.33","","","","","","","","","","","","","","","","","","","","","12.51","","","","","","","","","","","","","","","","","","","","","12.17","","","","","","11.67","","","","","","16.74","","","","","","","","","","","","","","","","","","11.38","","","","","","","","","","","","13.04","","","","","","932.5","","","","","","19.36","","","","","","18.26","",""
"42","","2","pl","886079540","20","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.02","10.14","","","18.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","1","pl","1433554780","19","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.14","16.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","1","pl","137878342","21","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.52","9.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","1","pl","1170449186","19","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56","8.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","","3","pl","1746379298","19","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.84","6.75","","","12.16","","18.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","","2","pl","418580742","23","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.45","9.32","","","11.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","","1","pl","1904702060","19","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.28","10.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","1980-01-01 00:00:00","37","pl","1264677407","19","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","9","3","9","4","8","4","8","6","8","7","9","8","7","8","7","10","6","8","7","15","7","16","6","10","7","12","8","14","6","17","7","15","7","20","7","24","7","18","6","18","6","25","6","30","7","40","6","30","6","40","6","70","5","40","7","60","6","70","7","120","6","100","5","160","7","150","5","448.82","14.54","","","11.84","","27.01","","","10.82","","","9.83","","","12.41","","","12.6","","","10.23","","","10.79","","","11.74","","","10.31","","","9.69","","","9.43","","","14.14","","","11.76","","","12.13","","","11.01","","","15.18","","","13.38","","","10.18","","","10.2","","","10.51","","","9.76","","","10.39","","","15.14","","","12.08","","","12.12","","","10.17","","","11.64","","","13.81","","","9.92","","","17.65","","","12.41","","","10.57","","","11","","","11.07","","","11.36","",""
"50","1980-01-01 00:00:00","37","pl","1336823854","19","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","6","2","10","3","10","4","10","5","10","6","10","7","3","7","4","9","2","9","2","9","2","10","2","11","2","9","1","14","2","12","2","16","2","12","1","40","1","20","2","22","2","36","2","19","1","42","1","25","1","45","1","30","1","34","1","46","1","30","1","40","1","78","1","60","1","55","1","76","1","483.76","6.4","","","13.39","","19.42","","","10.42","","","12.07","","","9.17","","","10.45","","","10.74","","","13.26","","","13.53","","","11.77","","","11.37","","","12.01","","","14.43","","","11.49","","","16.74","","","15.38","","","12.71","","","16.43","","","13.25","","","17.5","","","20.16","","","17.93","","","17.07","","","20.82","","","15.39","","","10.04","","","10.07","","","10.27","","","9.37","","","18.11","","","10.45","","","10.5","","","9.63","","","10.93","","","11.23","","","9.86","",""
"51","","2","pl","1002041019","25","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1","7.96","","","11.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","1","pl","214151632","19","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.19","14.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","1","pl","944661668","50","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.17","14.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","","1","pl","1260438577","20","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.64","9.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","1980-01-01 00:00:00","37","pl","1936059666","20","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","4","8","1","10","6","7","8","6","7","7","12","5","25","6","12","8","10","5","12","5","12","6","8","6","11","5","20","4","20","5","25","5","30","7","54","6","40","5","20","5","58","6","64","5","72","6","64","8","64","4","127","4","50","4","324","6","156","8","127","5","328","4","324","9","426.66","4.79","","","5.75","","14.85","","","7.11","","","7.35","","","10.16","","","8.4","","","9.15","","","8.26","","","9.66","","","8.22","","","61.98","","","8.4","","","8.03","","","8.06","","","9.34","","","13.08","","","9.44","","","10.31","","","9.8","","","11.39","","","9.73","","","9.87","","","9.43","","","31.86","","","13.78","","","8.2","","","9.11","","","7.57","","","9.99","","","8.27","","","12.34","","","8.88","","","8.29","","","14.01","","","11.5","","","10.3","",""
"56","","3","pl","1566641515","19","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.89","9.61","","","36.79","","12.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","","1","pl","1177957301","23","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","16.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","1980-01-01 00:00:00","37","pl","1507272843","20","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","5","10","6","10","7","9","8","8","9","7","8","7","10","7","12","7","9","7","15","7","14","7","15","7","25","5","20","5","25","6","20","6","20","6","25","6","25","7","50","4","40","4","30","6","40","4","45","7","60","5","45","4","80","4","75","4","90","3","100","3","100","4","403.83","5.79","","","11.82","","17.11","","","8.19","","","10.1","","","8.38","","","7.79","","","9.58","","","9.37","","","10.16","","","10.19","","","9.03","","","10.08","","","8.58","","","10.07","","","9.93","","","12.13","","","9.7","","","14.08","","","11.72","","","13.71","","","15.93","","","10.78","","","10.24","","","17.13","","","8.81","","","10.62","","","12.93","","","8.97","","","12.28","","","11.8","","","9.38","","","12.06","","","11.08","","","11.34","","","12.03","","","10.94","",""
"60","","1","pl","1744464682","20","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.61","16.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","","","pl","1561985296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","1980-01-01 00:00:00","37","pl","1327577885","21","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","4","10","5","10","5","10","6","10","7","8","7","10","10","8","12","8","9","9","16","9","15","8","8","9","21","7","11","6","17","4","24","5","20","7","25","6","25","5","37","8","26","7","30","6","40","5","60","6","38","3","75","6","50","6","80","5","90","6","74","6","100","7","120","8","100","6","400.99","9.75","","","12.7","","15.27","","","6.67","","","7.63","","","10.86","","","8.18","","","12.75","","","10.04","","","8.68","","","12.82","","","10.47","","","8.89","","","9.69","","","12.93","","","8.08","","","10.03","","","10.03","","","11.74","","","8.4","","","9.44","","","9.09","","","38.11","","","12.01","","","9.19","","","9.07","","","9.34","","","7.65","","","11.81","","","10.19","","","11.47","","","8.17","","","9.92","","","12.11","","","8.84","","","8.62","","","10.35","",""
"63","","1","pl","535305062","25","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19","9.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","","1","pl","1538067710","19","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41","9.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65","","1","pl","1846099688","18","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","","","pl","730167688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","","1","pl","242596770","20","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.95","9.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68","1980-01-01 00:00:00","37","pl","822176502","20","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","6","2","10","2","3","5","8","5","8","5","8","5","8","6","7","8","6","9","6","10","6","9","5","13","5","15","4","12","5","25","4","25","4","20","3","20","3","15","3","30","3","50","3","40","3","50","3","30","3","25","4","40","3","90","3","100","2","170","1","70","3","60","2","120","2","200","2","90","3","501.39","9.62","","","17.64","","25.07","","","10.08","","","12.89","","","12.39","","","12.28","","","12.49","","","12.57","","","11.66","","","14.52","","","14.33","","","12.97","","","13.21","","","13.03","","","11.45","","","12.2","","","11.95","","","10.99","","","12.41","","","15.87","","","15.1","","","11.05","","","13.03","","","10.58","","","11.33","","","16.19","","","11.08","","","11.69","","","15.46","","","14.57","","","23.96","","","11.93","","","13.37","","","13.5","","","13.18","","","15.75","",""
"69","","2","pl","1566862307","21","mężczyzna","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.74","9.6","","","15.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","","9","pl","2013036728","19","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","1","","","3","3","","","","","2137","2","","","","","","","7","7","","","","","","","","","","","","","","","","","","","","","","","9","9","","","","","","","","","","","","","","","","","","","420","4","","","","","25","1","219.99","14.08","","","18.57","","37.63","","","","","","12.34","","","","","","","","","13.75","","","","","","","","","","","","13.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.46","","","","","","","","","75.89","",""
"71","","1","pl","260728312","21","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.36","8.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72","1980-01-01 00:00:00","37","pl","1619959348","21","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","4","9","7","8","6","8","8","8","10","8","6","8","10","7","10","8","15","8","10","8","13","7","10","7","20","7","10","8","15","7","10","7","18","7","20","8","15","5","15","5","23","7","20","6","40","6","40","6","30","8","24","6","30","5","50","7","60","8","47","6","100","7","389.6","10.86","","","25.03","","15.75","","","8.39","","","11.46","","","8.15","","","8.87","","","9.76","","","9.75","","","8.86","","","9.07","","","8.63","","","9.84","","","9.38","","","9.27","","","8.84","","","8.88","","","9.46","","","12.42","","","8.89","","","8.92","","","9.87","","","11.27","","","8.19","","","14.16","","","11.37","","","9.88","","","9.56","","","9.87","","","13.31","","","8.48","","","9.39","","","10.9","","","9.33","","","10.44","","","11.77","","","11.33","",""
"73","1980-01-01 00:00:00","37","pl","670045645","42","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","4","10","5","10","6","10","7","10","8","9","9","10","10","9","10","9","10","9","10","9","13","8","14","8","14","6","15","8","20","7","17","8","30","7","20","7","30","7","20","8","30","8","50","7","50","5","50","7","40","7","70","7","150","4","150","4","150","4","150","7","200","5","150","4","479.02","10.27","","","42.32","","34.16","","","28.45","","","9.07","","","10.35","","","9.4","","","9.33","","","9.47","","","10.06","","","10.74","","","10.35","","","10.67","","","10.82","","","12.07","","","12.32","","","13.51","","","11.39","","","10.1","","","9.7","","","10.32","","","15.47","","","10.64","","","9.63","","","8.82","","","10.82","","","10.52","","","12.53","","","12.28","","","9.52","","","9.31","","","10.29","","","10.01","","","10.75","","","11.4","","","17.66","","","14.5","",""
"74","","1","pl","2046500335","19","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","21.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","1980-01-01 00:00:00","37","pl","995410926","24","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","4","9","5","9","6","9","7","9","8","7","10","8","9","8","9","8","12","7","13","6","12","6","14","5","14","3","14","5","18","4","24","6","20","3","26","3","25","3","24","5","24","4","40","2","40","3","42","3","80","1","39","3","47","3","90","2","70","2","70","2","80","1","120","1","432.03","14.91","","","46.28","","11.35","","","7.19","","","7.3","","","8.11","","","8.32","","","10.42","","","11.34","","","8.69","","","13.65","","","14.6","","","11.66","","","8.52","","","8.54","","","7.83","","","13.21","","","13.29","","","9.48","","","8.42","","","18.22","","","11.45","","","9.07","","","7.52","","","8.74","","","9.53","","","16.49","","","9.07","","","9.05","","","10.21","","","15.95","","","9.87","","","9.91","","","11.95","","","9.29","","","10.67","","","11.93","",""
"76","","5","pl","1460198156","33","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","0","0","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","2","","","","","","","","","","","","","","","","","86.82","11.44","","","27.76","","17.36","","","","","","11.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77","","2","pl","320256211","20","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.41","12.73","","","44.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78","","2","pl","1435086140","22","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.93","9.25","","","20.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79","1980-01-01 00:00:00","37","pl","170197449","22","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","5","10","5","10","9","6","7","6","13","6","11","5","15","7","12","6","15","6","16","6","19","5","12","4","15","5","17","7","17","6","10","6","22","7","21","6","20","6","17","6","54","5","34","6","56","5","69","5","86","7","102","6","54","5","69","9","100","6","107","6","53","5","459.41","12.25","","","6.2","","17.1","","","9.54","","","12.93","","","10.2","","","9.05","","","10.7","","","10.16","","","14","","","11.41","","","10.68","","","13.06","","","9.08","","","10.01","","","11.36","","","9.91","","","12.63","","","9.76","","","11.39","","","9.31","","","12.16","","","9.35","","","10.03","","","35.85","","","10.21","","","10.21","","","14.37","","","11.63","","","23.37","","","10.42","","","10.9","","","12.17","","","11.6","","","10.38","","","10.84","","","25.19","",""
