"id","submitdate","lastpage","startlanguage","seed","wiek","plec","G99Q99","G00Q00","G00Q01","G01Q00","G01Q01","G02Q00","G02Q01","G03Q00","G03Q01","G04Q00","G04Q01","G05Q00","G05Q01","G06Q00","G06Q01","G07Q00","G07Q01","G08Q00","G08Q01","G09Q00","G09Q01","G10Q00","G10Q01","G11Q00","G11Q01","G13Q00","G13Q01","G14Q00","G14Q01","G15Q00","G15Q01","G17Q00","G17Q01","G19Q00","G19Q01","G22Q00","G22Q01","G25Q00","G25Q01","G28Q00","G28Q01","G32Q00","G32Q01","G37Q00","G37Q01","G42Q00","G42Q01","G49Q00","G49Q01","G57Q00","G57Q01","G66Q00","G66Q01","G77Q00","G77Q01","G89Q00","G89Q01","G103Q00","G103Q01","G118Q00","G118Q01","G134Q00","G134Q01","G152Q00","G152Q01","G170Q00","G170Q01","G191Q00","G191Q01","G210Q00","G210Q01","interviewtime","groupTime32002","wiekTime","plecTime","groupTime32001","G99Q99Time","groupTime31920","G00Q00Time","G00Q01Time","groupTime31921","G01Q00Time","G01Q01Time","groupTime31922","G02Q00Time","G02Q01Time","groupTime31923","G03Q00Time","G03Q01Time","groupTime31924","G04Q00Time","G04Q01Time","groupTime31925","G05Q00Time","G05Q01Time","groupTime31926","G06Q00Time","G06Q01Time","groupTime31927","G07Q00Time","G07Q01Time","groupTime31928","G08Q00Time","G08Q01Time","groupTime31929","G09Q00Time","G09Q01Time","groupTime31930","G10Q00Time","G10Q01Time","groupTime31931","G11Q00Time","G11Q01Time","groupTime31934","G13Q00Time","G13Q01Time","groupTime31936","G14Q00Time","G14Q01Time","groupTime31937","G15Q00Time","G15Q01Time","groupTime31938","G17Q00Time","G17Q01Time","groupTime31939","G19Q00Time","G19Q01Time","groupTime31940","G22Q00Time","G22Q01Time","groupTime31941","G25Q00Time","G25Q01Time","groupTime31942","G28Q00Time","G28Q01Time","groupTime31943","G32Q00Time","G32Q01Time","groupTime31944","G37Q00Time","G37Q01Time","groupTime31945","G42Q00Time","G42Q01Time","groupTime31946","G49Q00Time","G49Q01Time","groupTime31949","G57Q00Time","G57Q01Time","groupTime31948","G66Q00Time","G66Q01Time","groupTime31950","G77Q00Time","G77Q01Time","groupTime31951","G89Q00Time","G89Q01Time","groupTime31952","G103Q00Time","G103Q01Time","groupTime31953","G118Q00Time","G118Q01Time","groupTime31954","G134Q00Time","G134Q01Time","groupTime31955","G152Q00Time","G152Q01Time","groupTime31956","G170Q00Time","G170Q01Time","groupTime31957","G191Q00Time","G191Q01Time","groupTime31958","G210Q00Time","G210Q01Time"
"80","1980-01-01 00:00:00","37","pl","28426648","29","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","8","2","10","3","9","4","9","5","9","6","10","7","9","8","8","10","8","12","7","10","6","12","8","12","6","15","7","15","6","15","6","20","6","15","6","20","5","25","6","25","6","15","6","25","6","30","6","35","5","30","6","30","6","40","5","30","5","60","5","50","4","90","6","90","5","80","4","90","3","519.14","20.4","","","32.44","","22.67","","","12.7","","","10.59","","","11.97","","","10.28","","","10.39","","","13.14","","","14.89","","","10.74","","","12.81","","","12.14","","","11.19","","","13.56","","","11.31","","","13.77","","","12.25","","","10.89","","","12.13","","","27.05","","","12.68","","","11.6","","","13.33","","","10.52","","","11.51","","","11.8","","","14.36","","","14.06","","","14.32","","","12.32","","","12.32","","","12.4","","","14.07","","","11.07","","","22.89","","","12.58","",""
"81","1980-01-01 00:00:00","37","pl","1023987439","21","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","7","8","5","9","7","8","8","8","8","8","11","8","12","8","10","8","10","8","15","8","15","8","20","8","20","8","21","8","25","8","25","8","25","8","30","8","33","8","30","8","40","8","60","8","35","8","70","8","50","8","100","8","150","8","250","8","130","8","130","8","300","8","210","8","389.48","12.07","","","11.33","","14.67","","","9.62","","","8.85","","","11.23","","","11.14","","","9.44","","","10.6","","","9.54","","","8.83","","","10.63","","","10.71","","","11.92","","","11.99","","","9.2","","","8.75","","","10.37","","","9.98","","","9.5","","","9.67","","","14.27","","","10.42","","","9.11","","","9.26","","","12.79","","","10.22","","","8.31","","","11.46","","","10.63","","","9.37","","","12.37","","","8.99","","","11.61","","","11.42","","","8.63","","","10.58","",""
"82","1980-01-01 00:00:00","37","pl","125261256","22","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","7","2","2","3","8","4","4","7","5","5","5","7","7","7","7","8","4","7","6","13","4","9","5","8","5","8","5","14","6","8","7","14","7","17","4","17","4","18","6","22","5","32","6","35","5","35","6","25","9","34","4","32","6","43","5","30","8","43","4","70","7","80","3","50","6","100","5","70","8","626.07","25.19","","","64.15","","24.1","","","12.44","","","14.98","","","10.5","","","44.59","","","9.82","","","8.91","","","10.54","","","8.93","","","9.9","","","11.35","","","8.98","","","13.35","","","10.12","","","105.14","","","14.41","","","11","","","10.76","","","9.51","","","12.29","","","9.63","","","11.96","","","11.29","","","10.03","","","12.52","","","13.37","","","15.5","","","9.61","","","13.15","","","10.26","","","11.8","","","10.26","","","11.49","","","10.54","","","13.7","",""
"83","1980-01-01 00:00:00","37","pl","1344510717","21","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","4","2","10","3","10","4","9","5","10","6","10","7","10","7","7","9","6","9","6","9","8","10","5","13","5","11","3","12","5","13","7","16","1","23","1","17","1","17","1","20","1","20","1","30","1","18","1","53","1","33","1","32","1","66","1","77","1","75","1","85","1","85","1","80","1","90","1","85","1","522.36","8.48","","","58.73","","19.32","","","9.43","","","12.11","","","9.57","","","9.74","","","12.53","","","15.25","","","13.9","","","14.38","","","13.63","","","14.75","","","15.32","","","17.99","","","14.5","","","14.84","","","13.73","","","18.09","","","18.32","","","10.23","","","10.45","","","11.33","","","9.53","","","13.84","","","11.64","","","12.31","","","11.16","","","12.26","","","10.02","","","13.05","","","11.36","","","11.85","","","14.24","","","9.91","","","11.91","","","12.66","",""
"84","1980-01-01 00:00:00","37","pl","1681262252","19","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","9","2","10","3","9","4","10","5","9","6","5","8","8","9","9","10","7","10","6","15","6","15","6","20","6","15","5","17","5","18","7","20","5","40","5","35","5","35","4","30","6","73","6","30","6","50","6","55","6","40","4","100","6","150","4","200","5","200","5","100","6","150","3","150","1","350","6","350","1","438.29","10.14","","","30.92","","16.63","","","10.1","","","8.76","","","9.89","","","10.45","","","11.81","","","9.47","","","8.68","","","9.38","","","10.53","","","9.16","","","11.57","","","11.54","","","9.54","","","9.85","","","11.87","","","10.29","","","11.54","","","9.16","","","9.72","","","10.26","","","10.79","","","11.84","","","8.67","","","32.64","","","14.07","","","11.37","","","11.66","","","12.42","","","9.82","","","9.06","","","11.15","","","10.27","","","12.49","","","10.78","",""
"85","1980-01-01 00:00:00","37","pl","1529406062","22","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","4","10","5","10","6","10","7","10","7","8","9","9","9","9","11","8","10","8","15","8","14","9","14","8","13","8","19","6","17","8","17","5","24","7","21","7","34","6","23","6","36","6","34","6","57","6","48","5","57","4","78","5","78","6","96","5","117","5","112","5","121","5","126","5","501.99","14.06","","","33.01","","16.26","","","10.02","","","11.07","","","9.33","","","11.08","","","13.04","","","9.76","","","11","","","10.84","","","12.58","","","13.91","","","12.85","","","13.34","","","12.65","","","13.38","","","13.5","","","15.28","","","13.4","","","13.74","","","15.49","","","11.4","","","14.26","","","12.2","","","15.37","","","16.41","","","12.53","","","14.29","","","12.87","","","13.77","","","16.03","","","14.73","","","13.44","","","11.13","","","11.81","","","12.16","",""
"86","1980-01-01 00:00:00","37","pl","1527408253","50","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","0","0","3","7","3","6","4","9","6","7","7","7","6","6","8","7","8","7","9","6","7","7","12","6","9","6","17","7","14","6","11","6","8","5","15","6","20","6","22","6","20","6","25","5","20","5","25","6","17","5","25","7","19","6","30","5","28","6","16","5","30","6","40","4","38","5","40","5","40","4","674.97","13.01","","","74.19","","45.14","","","14.85","","","15.89","","","12.45","","","15.84","","","13.84","","","12.5","","","16.5","","","15.74","","","14.69","","","13.11","","","16.36","","","15.03","","","14.46","","","16.39","","","14.37","","","22.88","","","13.2","","","15.94","","","11.68","","","14.07","","","13.42","","","17.66","","","16","","","14.01","","","13","","","18.08","","","18.07","","","13.9","","","30.18","","","27.61","","","16.22","","","14.46","","","17.59","","","12.64","",""
"87","1980-01-01 00:00:00","37","pl","271040689","50","mężczyzna","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","0","0","2","10","3","10","4","9","5","10","7","8","9","5","8","5","10","4","9","5","9","6","14","4","14","4","11","6","15","4","12","5","15","4","13","5","13","5","15","4","30","5","24","4","30","4","25","5","35","4","40","4","55","4","37","5","45","5","35","5","45","5","75","4","89","5","60","5","120","4","880.35","24.36","","","37.91","","43.96","","","15.55","","","21.26","","","15.09","","","18.6","","","16.6","","","22.46","","","19.99","","","19.84","","","18.78","","","20.88","","","32.76","","","22.88","","","24.52","","","39.88","","","17.38","","","19.7","","","18.33","","","20.23","","","29.3","","","19.99","","","21.08","","","26.91","","","20.98","","","30.22","","","23.03","","","26.97","","","22.23","","","22.83","","","19.75","","","14.38","","","26.19","","","31.3","","","25.94","","","28.29","",""
"88","","3","pl","576439557","49","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.48","12.92","","","16.29","","17.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","","1","pl","884018662","14","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.84","15.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","1980-01-01 00:00:00","37","pl","1165582010","14","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","9","2","10","3","10","4","10","6","9","7","9","8","9","8","9","7","9","8","9","10","8","11","8","9","9","11","9","20","2","12","8","25","7","20","9","15","7","17","8","15","9","40","8","12","4","23","5","25","7","40","6","30","7","60","3","40","4","50","5","120","4","89","8","150","6","90","4","100","3","565.43","10.17","","","24.28","","19.71","","","9.09","","","11.34","","","8.53","","","11.78","","","16.4","","","12.52","","","17.27","","","15.39","","","16.07","","","12.62","","","10.53","","","12.19","","","17.21","","","23.43","","","18.15","","","16.25","","","11.02","","","12.08","","","23.85","","","12.93","","","12.65","","","19.36","","","44.53","","","10.18","","","13.15","","","13.08","","","11.14","","","13.1","","","14.48","","","11.64","","","11.27","","","17.49","","","18.72","","","11.83","",""
"91","1980-01-01 00:00:00","37","pl","2146248508","22","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","7","2","10","3","8","4","10","5","9","6","8","8","8","7","8","8","8","8","8","15","8","10","8","10","3","12","5","12","5","10","8","15","4","15","8","15","5","15","6","20","6","20","7","15","4","20","5","30","7","20","4","25","6","40","7","25","6","24","6","25","6","30","7","30","3","25","6","50","5","489.81","10.98","","","36.75","","25.57","","","12.31","","","10.68","","","11.37","","","10.18","","","11.01","","","10.86","","","10.73","","","12.85","","","10.42","","","14.28","","","11.14","","","13.95","","","12.91","","","11.17","","","12.33","","","11.55","","","11.52","","","11.54","","","14.38","","","12.16","","","17.59","","","10.06","","","13.02","","","12.21","","","9.76","","","13.87","","","15.01","","","18.72","","","11.28","","","14.77","","","9.01","","","12.73","","","10.08","","","11.06","",""
"92","","1","pl","722303645","48","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.56","36.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","1980-01-01 00:00:00","37","pl","1169816785","48","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","0","0","2","10","3","10","5","9","5","10","6","10","7","10","20","7","10","9","10","8","12","7","20","5","12","9","12","8","15","8","20","5","25","5","20","5","40","5","40","6","80","5","50","7","100","5","50","5","50","5","50","5","120","5","100","5","100","5","120","5","80","5","130","5","120","5","130","5","130","5","675.13","21.29","","","25.44","","69.86","","","9.59","","","12.52","","","15.43","","","11.81","","","20.29","","","12.78","","","15.46","","","12.98","","","12.33","","","18.71","","","16.18","","","12.34","","","13.11","","","18.75","","","13.54","","","14.95","","","14.85","","","14.2","","","16.74","","","34.35","","","18.48","","","30.76","","","15.01","","","13.16","","","14.73","","","18.54","","","17.54","","","16.69","","","18.21","","","13.67","","","23.86","","","19.16","","","15.16","","","12.66","",""
"94","1980-01-01 00:00:00","37","pl","1724856307","19","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","9","2","10","3","8","5","9","5","9","6","8","7","8","8","8","16","7","11","8","18","7","12","8","11","8","10","8","19","7","9","8","15","6","23","7","21","7","23","7","23","8","23","7","31","6","32","6","32","7","35","6","41","6","80","6","60","7","84","5","120","2","50","5","76","5","100","4","100","4","500.17","19.78","","","14.14","","22.92","","","11.94","","","13.84","","","9.99","","","10.28","","","12.82","","","13.98","","","10.2","","","12.89","","","12.54","","","31.86","","","11.29","","","12.68","","","13.79","","","10.3","","","9.79","","","12.22","","","10.94","","","14.81","","","11.93","","","15.04","","","10.94","","","12.15","","","12.7","","","12.82","","","12.35","","","18.62","","","15.94","","","11.54","","","12.77","","","11.05","","","15.1","","","12.15","","","11.45","","","10.62","",""
"95","1980-01-01 00:00:00","37","pl","1043030847","21","kobieta","Zapoznałam/em się z instrukcją i używam komputera.","1","9","2","10","3","10","4","10","5","9","6","10","7","8","8","4","10","7","9","7","10","8","12","5","13","7","12","6","18","3","14","2","12","4","25","5","10","5","16","5","15","3","18","2","18","1","26","5","34","5","23","5","20","3","85","3","52","5","30","2","75","4","100","2","123","1","128","1","129","4","450.87","11.52","","","21.78","","19.14","","","8.85","","","9.41","","","9.7","","","20.35","","","10.51","","","9.45","","","11.49","","","9","","","10.22","","","10.27","","","10.02","","","22.7","","","8.8","","","11.05","","","13.32","","","8.31","","","12.24","","","9.85","","","11.22","","","8.57","","","9.71","","","8.71","","","10.29","","","10.18","","","10.27","","","15.1","","","11.17","","","17.37","","","11.48","","","11.27","","","24.57","","","11.56","","","9.7","","","11.72","",""
"96","","1","pl","1702269480","32","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.77","8.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","1980-01-01 00:00:00","37","pl","464784154","32","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","5","10","5","10","7","8","8","7","8","9","8","8","9","5","9","8","12","3","10","8","11","7","10","3","12","8","12","6","15","4","16","5","20","3","20","2","30","1","32","3","24","6","35","2","47","4","40","4","46","3","43","4","65","3","70","5","50","4","80","5","67","5","435.81","5.59","","","5.72","","29.13","","","11.23","","","13.53","","","9.95","","","9.67","","","8.39","","","11.2","","","11.25","","","14.19","","","16.93","","","10.38","","","9.31","","","12.1","","","8.64","","","10.81","","","11.42","","","11.02","","","11.71","","","9.87","","","8.91","","","10.51","","","14.74","","","23.94","","","11.4","","","9.73","","","11.46","","","11","","","11.19","","","12.65","","","12.91","","","10.32","","","10.41","","","14.04","","","10.45","","","10.11","",""
"99","1980-01-01 00:00:00","37","pl","244208993","33","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","0","0","2","10","3","9","4","10","5","3","5","3","8","7","6","2","8","4","9","5","9","2","10","5","15","5","10","3","8","5","19","1","12","3","13","2","20","3","15","2","15","4","34","3","40","2","25","5","20","5","20","3","35","2","0","0","9","4","35","2","65","4","46","3","65","1","3","1","60","5","636.66","18","","","34.37","","27.49","","","13.43","","","13.65","","","10.58","","","11.31","","","19.22","","","13.05","","","29.27","","","13.06","","","15.2","","","12.26","","","12.7","","","16.91","","","15.92","","","12.54","","","14.96","","","14.04","","","17.05","","","19.37","","","10.84","","","19.95","","","22.37","","","14.45","","","13.8","","","14.17","","","15.6","","","16.93","","","27.76","","","38.72","","","15.7","","","16.2","","","14.59","","","14.78","","","14.2","","","12.22","",""
"100","","1","pl","1399339601","43","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.21","39.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","1980-01-01 00:00:00","37","pl","1393986322","43","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","6","2","10","17","7","66","7","5","10","6","10","7","7","8","7","14","7","5","9","13","7","22","8","11","7","15","7","8","7","12","5","33","9","42","8","44","7","33","8","55","8","66","8","23","6","43","7","35","5","45","5","76","6","72","5","88","8","66","7","345","8","44","9","100","6","564","7","875","9","639.36","11.37","","","110.88","","27.53","","","20.08","","","42.85","","","11.08","","","11.61","","","11.16","","","15.59","","","9.72","","","9.06","","","12.22","","","12","","","11.97","","","11.79","","","19.34","","","11.4","","","13.82","","","11.75","","","11.87","","","12.29","","","11.76","","","12.06","","","11.63","","","11.69","","","11.62","","","19.84","","","23.48","","","10.21","","","21.36","","","11.24","","","12.8","","","15.46","","","12.07","","","11.36","","","21","","","12.4","",""
"102","","1","pl","1781434475","22","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2","11.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","","1","pl","1300299867","21","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.47","11.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","","7","pl","855111276","21","inne / nie chcę podawać","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","1","","","","","","","","","","","","","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","21","10","","","","","","","","","21","10","","","","","","","","","30","","21","9","","","","","115.93","11.9","","","9.12","","24.17","","","","","","","","","","","","","","","","","","","","","13.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.63","","","","","","","","","","","","","","","13.77","","","","","","","","","","","","","","","12.15","","","11.23","","","","","","","",""
"105","","12","pl","1952636787","21","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","","","3","10","","","","","6","6","","","7","7","","","","","","","","","","","9","9","","","","","15","7","","","","","21","6","","","","","28","7","","","35","5","","","","","","","","","30","7","","","","","","","","","","","147.33","14.74","","","13.5","","13.84","","","","","","11.11","","","","","","","","","10.73","","","","","","14.53","","","","","","","","","","","","","","","","","","10.75","","","","","","","","","12.37","","","","","","","","","9.82","","","","","","","","","11.13","","","","","","11.65","","","","","","","","","","","","","","","13.16","","","","","","","","","","","","","","","","",""
"106","","1","pl","1507520033","25","mężczyzna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.14","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","1980-01-01 00:00:00","37","pl","991527113","25","mężczyzna","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","5","10","6","10","8","8","6","9","9","10","8","9","10","9","13","7","10","8","13","6","10","8","15","7","16","7","15","6","30","7","35","6","25","7","30","7","30","6","20","6","25","7","35","7","30","7","30","6","40","6","50","5","50","6","50","6","50","5","35","7","50","4","2177.75","10.26","","","18.89","","19.73","","","10.23","","","20.78","","","10.19","","","12.13","","","10.85","","","30.73","","","12.83","","","12.04","","","11.75","","","193.21","","","14.31","","","12.92","","","16.71","","","12.47","","","15.37","","","29.35","","","47.25","","","1373.02","","","18.92","","","14.73","","","35.3","","","23.59","","","14.95","","","12.44","","","13.72","","","10.13","","","16.23","","","27.43","","","14.61","","","11.51","","","11.33","","","14.45","","","24.49","","","18.9","",""
"108","","1","pl","1443976911","26","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.22","21.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","1980-01-01 00:00:00","37","pl","1860834324","26","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","10","2","10","3","10","4","5","5","7","8","7","8","7","7","6","10","5","10","5","10","6","15","5","11","5","10","5","15","4","13","5","15","5","15","5","22","5","15","4","20","5","18","4","27","3","25","3","28","3","22","4","25","3","30","3","25","4","35","3","40","3","35","3","40","3","35","3","35","3","527.23","7.26","","","47.39","","17.64","","","9.89","","","9.51","","","16.25","","","10.65","","","10.83","","","11.01","","","16.74","","","15.18","","","9.76","","","12.06","","","11.95","","","10.78","","","12.92","","","12.8","","","36.45","","","10.58","","","31.34","","","14.52","","","10.27","","","13.57","","","10.52","","","15.47","","","11.34","","","10.79","","","9.56","","","11.65","","","10.05","","","10.19","","","11.24","","","13.31","","","10.04","","","10.71","","","17.29","","","15.72","",""
"110","1980-01-01 00:00:00","37","pl","1415144441","19","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","9","2","10","3","10","4","10","8","8","5","9","7","8","8","6","9","7","11","8","12","7","15","7","8","7","9","7","16","4","14","8","14","5","14","8","18","6","21","7","15","6","15","8","35","5","13","7","47","6","29","4","65","6","65","7","43","6","89","4","82","5","80","6","102","6","99","2","100","7","509.91","10.23","","","15.99","","23.09","","","10.98","","","9.73","","","9.86","","","11.43","","","18.63","","","12.82","","","20.19","","","19.58","","","10.36","","","14.88","","","10.54","","","10.24","","","12.65","","","12.22","","","12.02","","","12.38","","","12.4","","","10.34","","","26.56","","","13.1","","","11.17","","","13.01","","","10.55","","","13.88","","","15.77","","","12.24","","","12.74","","","17.26","","","11.56","","","17.62","","","10.65","","","12.93","","","17.03","","","13.28","",""
"111","","6","pl","1468371288","18","kobieta","Nie udało mi się włączyć ""Wersji na komputer"" i wypełniam ankietę na telefonie.","1","9","","","","","","","","","7","7","","","","","","","","","","","20","7","18","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.31","15.28","","","17.85","","16.45","","","","","","","","","","","","","","","13.36","","","","","","","","","","","","","","","","","","12.35","","","14.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112","","1","pl","1684938411","33","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.98","16.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113","1980-01-01 00:00:00","37","pl","1536787865","33","kobieta","Zapoznałam/em się z instrukcją i używam telefonu z ""Wersją na Komputer"".","1","10","2","10","3","10","4","10","6","9","6","10","8","10","7","9","8","9","9","8","10","6","8","5","10","8","12","8","15","6","16","5","14","3","12","2","15","2","20","2","25","2","18","2","22","2","36","2","28","2","35","2","38","2","36","2","30","1","40","2","45","2","50","2","40","3","50","2","50","2","625.37","13.17","","","32.46","","43.39","","","14.7","","","13.03","","","11.61","","","18.62","","","12.19","","","23.68","","","12.24","","","18.28","","","14.91","","","18.99","","","14.57","","","25.01","","","16.83","","","15.96","","","16.3","","","15.48","","","14.43","","","16.65","","","12.92","","","11.34","","","14.67","","","11.36","","","15.56","","","13.15","","","14.57","","","14.53","","","16.26","","","21.72","","","14.56","","","14.6","","","22.71","","","16.7","","","13.2","","","15.02","",""
"114","","12","pl","134533145","42069","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","7","0","0","","","","","4","10","","","0","0","","","","","0","0","0","0","8","8","0","0","","","","","","","","","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","202.33","50.86","","","45.02","","32.92","","","8.23","","","","","","","","","8.34","","","","","","5.61","","","","","","","","","5.32","","","10.81","","","16.01","","","5.47","","","","","","","","","","","","","","","","","","","","","6.64","","","","","","","","","","","","","","","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","","1","pl","1573241720","24","kobieta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.97","9.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116","1980-01-01 00:00:00","37","pl","190591349","20","mężczyzna","Zapoznałam/em się z instrukcją i używam komputera.","1","10","2","10","3","10","4","10","5","10","6","10","7","10","7","10","8","10","9","8","10","10","15","8","12","8","11","8","14","9","15","8","13","9","12","9","15","8","20","8","18","8","30","8","25","8","35","5","25","8","30","8","27","7","30","7","40","7","69","5","123","1","50","7","50","10","48","8","70","7","538.55","14.31","","","9.38","","19.5","","","11.44","","","8.24","","","10.08","","","9.33","","","10.5","","","10.32","","","16.86","","","23.9","","","15.61","","","13.24","","","16.61","","","19.44","","","20.17","","","16.78","","","14.81","","","23.84","","","19.3","","","16.05","","","16.42","","","13.86","","","12.27","","","15.16","","","17.71","","","15.81","","","10.81","","","21.52","","","12.45","","","11.79","","","9.96","","","14.57","","","11.38","","","13.6","","","11.82","","","9.71","",""
